repeat1.time	repeat1.S1	repeat1.S2	repeat1.S1/repeat1.S2
0.0	5.0	0.0	inf
0.1	4.76092050463	0.239079495366	19.9135458997
0.2	4.54242096503	0.457579034972	9.92707405247
0.3	4.34273357294	0.657266427061	6.60726517306
0.4	4.16023336182	0.83976663818	4.95403505292
0.5	3.99343431256	1.00656568744	3.96738569812
0.6	3.84098688334	1.15901311666	3.31401502549
0.7	3.70165989226	1.29834010774	2.85107104848
0.8	3.57432520427	1.42567479573	2.50711116937
0.9	3.45795009568	1.54204990432	2.24243721685
1.0	3.35159004615	1.64840995385	2.03322604206
1.1	3.25438130951	1.74561869049	1.86431396917
1.2	3.16553919681	1.83446080319	1.72559653022
1.3	3.08434362919	1.91565637081	1.61007144924
1.4	3.01013695141	1.98986304859	1.51273574005
1.5	2.94231696119	2.05768303881	1.42991748763
1.6	2.88033542475	2.11966457525	1.35886378363
1.7	2.82368921126	2.17631078874	1.29746598045
1.8	2.77191875747	2.22808124253	1.24408334156
1.9	2.72460155499	2.27539844501	1.19741734067
2.0	2.68135833838	2.31864166162	1.15643498639
2.1	2.64183254363	2.35816745637	1.12029047662
2.2	2.60571027172	2.39428972828	1.08830198824
2.3	2.57269579744	2.42730420256	1.05989838222
2.4	2.54252576367	2.45747423633	1.03460932614
2.5	2.51495470734	2.48504529266	1.01203576239
2.6	2.4897586122	2.5102413878	0.991840316357
2.7	2.46673384394	2.53326615606	0.973736548779
2.8	2.44569111622	2.55430888378	0.957476651216
2.9	2.4264603682	2.5735396318	0.942849427384
3.0	2.40888403416	2.59111596584	0.929670484034
3.1	2.39281991258	2.60718008742	0.917780833065
3.2	2.37813767663	2.62186232337	0.907041401611
3.3	2.36471860769	2.63528139231	0.897330590423
3.4	2.35245425633	2.64754574367	0.888541496199
3.5	2.34124653409	2.65875346591	0.880580529226
3.6	2.33100489314	2.66899510686	0.873364243774
3.7	2.32164555987	2.67835444013	0.866817895752
3.8	2.31309135298	2.68690864702	0.860874579992
3.9	2.30528027395	2.69471972605	0.85548053538
4.0	2.29814357529	2.70185642471	0.850579458731
4.1	2.29161933783	2.70838066217	0.846121584697
4.2	2.28565430011	2.71434569989	0.842064553603
4.3	2.28021107893	2.71978892107	0.83837795693
4.4	2.27523574034	2.72476425966	0.835021133398
4.5	2.27068325118	2.72931674882	0.831960325661
4.6	2.2665214934	2.7334785066	0.829171141432
4.7	2.26272307944	2.73727692056	0.826632870956
4.8	2.25925147086	2.74074852914	0.824319140134
4.9	2.25607735162	2.74392264838	0.822208801313
5.0	2.25317674553	2.74682325447	0.820284574871
5.1	2.25052526991	2.74947473009	0.818529170421
5.2	2.24809951262	2.75190048738	0.816926165367
5.3	2.24587783691	2.75412216309	0.815460500268
5.4	2.2438493557	2.7561506443	0.814124351419
5.5	2.24199453067	2.75800546933	0.812904309145
5.6	2.24029846111	2.75970153889	0.81179012641
5.7	2.23874755302	2.76125244698	0.810772501248
5.8	2.23732992685	2.76267007315	0.80984332823
5.9	2.23603362124	2.76396637876	0.808994508193
6.0	2.23484764681	2.76515235319	0.808218630066
6.1	2.23376302289	2.76623697711	0.807509639043
6.2	2.23277265238	2.76722734762	0.806862744506
6.3	2.2318674483	2.7681325517	0.806271884247
6.4	2.23103980634	2.76896019366	0.805731989738
6.5	2.23028360461	2.76971639539	0.805238979817
6.6	2.22959279567	2.77040720433	0.804788838327
6.7	2.22896112511	2.77103887489	0.804377428737
6.8	2.22838287009	2.77161712991	0.804000973312
6.9	2.22785494236	2.77214505764	0.803657419087
7.0	2.22737245661	2.77262754339	0.803343551111
7.1	2.22693121781	2.77306878219	0.803056610823
7.2	2.22652750543	2.77347249457	0.802794154181
7.3	2.22615863939	2.77384136061	0.802554418216
7.4	2.22582127348	2.77417872652	0.80233521085
7.5	2.22551257778	2.77448742222	0.802134678989
7.6	2.22523010552	2.77476989448	0.801951221231
7.7	2.22497198636	2.77502801364	0.801783612785
7.8	2.22473594915	2.77526405085	0.80163037044
7.9	2.22452009373	2.77547990627	0.801490253524
8.0	2.22432275759	2.77567724241	0.801362176985
8.1	2.22414241368	2.77585758632	0.801245144795
8.2	2.22397753501	2.77602246499	0.801138161907
8.3	2.22382671562	2.77617328438	0.801040312627
8.4	2.22368931706	2.77631068294	0.800951179823
8.5	2.22356417808	2.77643582192	0.8008700077
8.6	2.22345011643	2.77654988357	0.800796027327
8.7	2.22334605301	2.77665394699	0.800728537105
8.8	2.22325087283	2.77674912717	0.800666812523
8.9	2.22316339556	2.77683660444	0.800610087035
9.0	2.22308399174	2.77691600826	0.800558599945
9.1	2.22301306541	2.77698693459	0.800512612329
9.2	2.22294866169	2.77705133831	0.80047085591
9.3	2.22288993381	2.77711006619	0.800432781141
9.4	2.22283594682	2.77716405318	0.800397781426
9.5	2.22278565373	2.77721434627	0.800365177691
9.6	2.22273869066	2.77726130934	0.800334733787
9.7	2.22269828543	2.77730171457	0.80030854184
9.8	2.2226614353	2.7773385647	0.800284655085
9.9	2.22262760363	2.77737239637	0.800262725491
10.0	2.2225962121	2.7774037879	0.800242378074
