repeat2.time	repeat2.S1	repeat2.S2	repeat1.time	repeat1.S1	repeat1.S2
0.0	0.0	20.0	2.0	0.326616073103	19.6733839269
0.30612244898	0.0592981333129	19.9407018667	2.16326530612	0.347703274032	19.652296726
0.612244897959	0.11490333238	19.8850966676	2.32653061224	0.368088480538	19.6319115195
0.918367346939	0.167046099989	19.8329539	2.48979591837	0.38778861683	19.6122113832
1.22448979592	0.215941563957	19.784058436	2.65306122449	0.406825284845	19.5931747152
1.5306122449	0.261792541219	19.7382074588	2.81632653061	0.425220440314	19.5747795597
1.83673469388	0.304789445967	19.695210554	2.97959183673	0.442991607146	19.5570083929
2.14285714286	0.345110154765	19.6548898452	3.14285714286	0.460161069933	19.5398389301
2.44897959184	0.382921548914	19.6170784511	3.30612244898	0.476750862547	19.5232491375
2.75510204082	0.418378962702	19.5816210373	3.4693877551	0.492780055626	19.5072199444
3.0612244898	0.451630253761	19.5483697462	3.63265306122	0.508269204079	19.4917307959
3.36734693878	0.482810966553	19.5171890334	3.79591836735	0.523235497851	19.4767645021
3.67346938776	0.512051295805	19.4879487042	3.95918367347	0.537697945652	19.4623020543
3.97959183673	0.539470011479	19.4605299885	4.12244897959	0.551672782015	19.448327218
4.28571428571	0.565181915454	19.4348180845	4.28571428571	0.565177024362	19.4348229756
4.59183673469	0.589292047433	19.4107079526	4.44897959184	0.578226138393	19.4217738616
4.89795918367	0.611901051247	19.3880989488	4.61224489796	0.590835651531	19.4091643485
5.20408163265	0.633101822137	19.3668981779	4.77551020408	0.603020228245	19.3969797718
5.51020408163	0.652982566534	19.3470174335	4.9387755102	0.614794194475	19.3852058055
5.81632653061	0.671625292194	19.3283747078	5.10204081633	0.626171413668	19.3738285863
6.12244897959	0.689107180825	19.3108928192	5.26530612245	0.63716513514	19.3628348649
6.42857142857	0.705500658475	19.2944993415	5.42857142857	0.647788453228	19.3522115468
6.73469387755	0.720873172224	19.2791268278	5.59183673469	0.658053613909	19.3419463861
7.04081632653	0.735288812794	19.2647111872	5.75510204082	0.667972659993	19.33202734
7.34693877551	0.748806590238	19.2511934098	5.91836734694	0.677556396067	19.3224436039
7.65306122449	0.761483808772	19.2385161912	6.08163265306	0.686817196623	19.3131828034
7.95918367347	0.773372123471	19.2266278765	6.24489795918	0.695766942016	19.304233058
8.26530612245	0.78451924351	19.2154807565	6.40816326531	0.70441347182	19.2955865282
8.57142857143	0.794974403669	19.2050255963	6.57142857143	0.712768765698	19.2872312343
8.87755102041	0.804779203847	19.1952207962	6.73469387755	0.720843224776	19.2791567752
9.18367346939	0.813972086972	19.186027913	6.89795918367	0.728646158583	19.2713538414
9.48979591837	0.822593022251	19.1774069777	7.0612244898	0.736185816873	19.2638141831
9.79591836735	0.830678692823	19.1693213072	7.22448979592	0.743471790458	19.2565282095
10.1020408163	0.838261042246	19.1617389578	7.38775510204	0.750512686439	19.2494873136
10.4081632653	0.84537105671	19.1546289433	7.55102040816	0.757316580947	19.2426834191
10.7142857143	0.85203777833	19.1479622217	7.71428571429	0.763891385251	19.2361086147
11.0204081633	0.858288135462	19.1417118645	7.87755102041	0.770244639846	19.2297553602
11.3265306122	0.864147692471	19.1358523075	8.04081632653	0.776383981216	19.2236160188
11.6326530612	0.869641866397	19.1303581336	8.20408163265	0.782317448491	19.2176825515
11.9387755102	0.874793448753	19.1252065512	8.36734693878	0.788051278356	19.2119487216
12.2448979592	0.879624634594	19.1203753654	8.5306122449	0.793591931813	19.2064080682
12.5510204082	0.884153496328	19.1158465037	8.69387755102	0.798945533906	19.2010544661
12.8571428571	0.888399888395	19.1116001116	8.85714285714	0.804117873715	19.1958821263
13.1632653061	0.892381666843	19.1076183332	9.02040816327	0.809117421376	19.1908825786
13.4693877551	0.896115378546	19.1038846215	9.18367346939	0.813949051882	19.1860509481
13.7755102041	0.899616791612	19.1003832084	9.34693877551	0.81861776882	19.1813822312
14.0816326531	0.902900830247	19.0970991698	9.51020408163	0.823128719654	19.1768712803
14.387755102	0.905980829651	19.0940191703	9.67346938776	0.827486778028	19.172513222
14.693877551	0.908869091076	19.0911309089	9.83673469388	0.831697568343	19.1683024317
15.0	0.911577629464	19.0884223705	10.0	0.835767828371	19.1642321716
