repeat1.time	repeat1.S1	repeat1.S2	repeat1.S1/repeat1.S2
0.0	1.0	0.0	inf
0.1	0.952184164257	0.0478158357434	19.9135735986
0.2	0.908483775946	0.0915162240536	9.92702425544
0.3	0.868544286796	0.131455713204	6.60712467816
0.4	0.83204224489	0.16795775511	4.95387810075
0.5	0.798681845709	0.201318154291	3.96726191197
0.6	0.768192564377	0.231807435623	3.3139254671
0.7	0.740327496973	0.259672503027	2.85100458594
0.8	0.714861001169	0.285138998831	2.50706148264
0.9	0.691586610529	0.308413389471	2.2424013812
1.0	0.67031574823	0.32968425177	2.03320523996
1.1	0.65087587855	0.34912412145	1.86431082403
1.2	0.633109853714	0.366890146286	1.72561149467
1.3	0.61687266016	0.38312733984	1.61009825197
1.4	0.602033698586	0.397966301414	1.51277557031
1.5	0.588471494195	0.411528505805	1.42996532657
1.6	0.576076648661	0.423923351339	1.3589169996
1.7	0.56474803675	0.43525196325	1.29751979183
1.8	0.554394287845	0.445605712155	1.24413640293
1.9	0.544931378303	0.455068621697	1.19747078204
2.0	0.536282827663	0.463717172337	1.15648688394
2.1	0.528378620312	0.471621379688	1.12034492724
2.2	0.521154733495	0.478845266505	1.08835728355
2.3	0.514552689973	0.485447310027	1.05995579612
2.4	0.508518832103	0.491481167897	1.03466595532
2.5	0.503004390383	0.496995609617	1.01209020895
2.6	0.497964453766	0.502035546234	0.991890828251
2.7	0.493358304713	0.506641695287	0.973781489566
2.8	0.489148505444	0.510851494556	0.957516050472
2.9	0.485301031572	0.514698968428	0.942883241157
3.0	0.481784662116	0.518215337884	0.929699734637
3.1	0.478570953837	0.521429046163	0.917806473114
3.2	0.475633948455	0.524366051545	0.907064725211
3.3	0.472949965228	0.527050034772	0.89735306712
3.4	0.470496964292	0.529503035708	0.888563299098
3.5	0.468255480208	0.531744519792	0.880602362187
3.6	0.466207148661	0.533792851339	0.873385897715
3.7	0.46433462859	0.53566537141	0.866837121408
3.8	0.462623948228	0.537376051772	0.86089424101
3.9	0.461060555014	0.538939444986	0.85549602892
4.0	0.459631456176	0.540368543824	0.850588846131
4.1	0.458325613795	0.541674386205	0.846127536151
4.2	0.457131956238	0.542868043762	0.842068273297
4.3	0.45604067017	0.54395932983	0.83837273333
4.4	0.455043373659	0.544956626341	0.835008423909
4.5	0.454131726583	0.545868273417	0.831943801643
4.6	0.453298377786	0.546701622214	0.829151331122
4.7	0.452536717964	0.547463282036	0.826606519218
4.8	0.451840492055	0.548159507945	0.824286517896
4.9	0.451204149504	0.548795850496	0.822171211931
5.0	0.450622608992	0.549377391008	0.820242362294
5.1	0.4500910602	0.5499089398	0.818482893483
5.2	0.449605316993	0.550394683007	0.816878016584
5.3	0.449161413571	0.550838586429	0.815413851967
5.4	0.448755626257	0.551244373743	0.814077472047
5.5	0.448384856987	0.551615143013	0.812858136086
5.6	0.448045977902	0.551954022098	0.81174510913
5.7	0.44773618497	0.55226381503	0.810728808922
5.8	0.447453089132	0.552546910868	0.809801087167
5.9	0.447194317337	0.552805682663	0.808953907968
6.0	0.4469577606	0.5530422394	0.808180151094
6.1	0.446741567194	0.553258432806	0.807473579622
6.2	0.446543949861	0.553456050139	0.806828202074
6.3	0.44636331706	0.55363668294	0.806238695546
6.4	0.446198236534	0.553801763466	0.805700281165
6.5	0.446047346773	0.553952653227	0.805208431036
6.6	0.445909488719	0.554090511281	0.804759294088
6.7	0.445783582201	0.554216417799	0.804349290067
6.8	0.445668559002	0.554331440998	0.803974889461
6.9	0.445563423693	0.554436576307	0.803632809837
7.0	0.445467244499	0.554532755501	0.8033199844
7.1	0.445379685564	0.554620314436	0.803035290939
7.2	0.445299745337	0.554700254663	0.802775447808
7.3	0.445226678914	0.554773321086	0.802538013259
7.4	0.445159739022	0.554840260978	0.8023205422
7.5	0.445098551836	0.554901448164	0.802121806147
7.6	0.445042904796	0.554957095204	0.80194110255
7.7	0.444992026082	0.555007973918	0.801775914932
7.8	0.444945404584	0.555054595416	0.801624575779
7.9	0.444902526133	0.555097473867	0.801485409462
8.0	0.444863498659	0.555136501341	0.801358760564
8.1	0.444827815872	0.555172184128	0.801242981167
8.2	0.444795125878	0.555204874122	0.801136925502
8.3	0.444765135861	0.555234864139	0.801039640316
8.4	0.444737622889	0.555262377111	0.800950399705
8.5	0.444712497857	0.555287502143	0.800868912304
8.6	0.444689493922	0.555310506078	0.800794310668
8.7	0.444668438011	0.555331561989	0.800726031882
8.8	0.444649171603	0.555350828397	0.800663560522
8.9	0.444631556941	0.555368443059	0.800606448743
9.0	0.444615460635	0.555384539365	0.800554263075
9.1	0.44460075412	0.55539924588	0.800506585881
9.2	0.44458731557	0.55541268443	0.800463021521
9.3	0.444575050393	0.555424949607	0.800423262779
9.4	0.444564041066	0.555435958934	0.800387576489
9.5	0.444554103598	0.555445896402	0.800355365801
9.6	0.444545148544	0.555454851456	0.800326340437
9.7	0.444537078531	0.555462921469	0.800300184493
9.8	0.444529784807	0.555470215193	0.800276545255
9.9	0.444523143791	0.555476856209	0.800255022009
10.0	0.444517013624	0.555482986376	0.800235154858
