repeat1.time	repeat1.S1	repeat1.S2
0.0	3.0	5.0
0.1	3.04779583493	4.95220416507
0.2	3.09152490939	4.90847509061
0.3	3.13149025982	4.86850974018
0.4	3.1679921019	4.8320078981
0.5	3.20134170289	4.79865829711
0.6	3.23182516931	4.76817483069
0.7	3.25968895175	4.74031104825
0.8	3.28515273831	4.71484726169
0.9	3.30842336123	4.69157663877
1.0	3.32969176004	4.67030823996
1.1	3.34913084152	4.65086915848
1.2	3.36689798544	4.63310201456
1.3	3.38314066066	4.61685933934
1.4	3.39798650641	4.60201349359
1.5	3.41155695937	4.58844304063
1.6	3.42396406984	4.57603593016
1.7	3.43529775229	4.56470224771
1.8	3.44566208893	4.55433791107
1.9	3.45512987313	4.54487012687
2.0	3.46378102227	4.53621897773
2.1	3.47168773851	4.52831226149
2.2	3.47890991536	4.52109008464
2.3	3.48551181173	4.51448818827
2.4	3.49154334074	4.50845665926
2.5	3.49705580065	4.50294419935
2.6	3.50209383006	4.49790616994
2.7	3.50669713366	4.49330286634
2.8	3.51090548905	4.48909451095
2.9	3.51475035012	4.48524964988
3.0	3.51826512783	4.48173487217
3.1	3.52147715384	4.47852284616
3.2	3.52441189414	4.47558810586
3.3	3.52709476304	4.47290523696
3.4	3.52954553208	4.47045446792
3.5	3.53178704163	4.46821295837
3.6	3.53383623081	4.46616376919
3.7	3.53570868912	4.46429131088
3.8	3.5374189984	4.4625810016
3.9	3.53898463719	4.46101536281
4.0	3.54041546563	4.45958453437
4.1	3.54172174209	4.45827825791
4.2	3.54291474154	4.45708525846
4.3	3.54400576942	4.45599423058
4.4	3.54500204719	4.45499795281
4.5	3.54591137793	4.45408862207
4.6	3.54674158658	4.45325841342
4.7	3.54749963787	4.45250036213
4.8	3.5481920948	4.4518079052
4.9	3.54882525599	4.45117474401
5.0	3.54940267819	4.45059732181
5.1	3.54993033118	4.45006966882
5.2	3.55041303883	4.44958696117
5.3	3.55085482925	4.44914517075
5.4	3.55125825567	4.44874174433
5.5	3.5516272883	4.4483727117
5.6	3.55196497065	4.44803502935
5.7	3.55227388569	4.44772611431
5.8	3.55255636103	4.44744363897
5.9	3.55281462518	4.44718537482
6.0	3.5530506231	4.4469493769
6.1	3.55326640621	4.44673359379
6.2	3.55346358223	4.44653641777
6.3	3.55364368496	4.44635631504
6.4	3.55380816806	4.44619183194
6.5	3.55395841	4.44604159
6.6	3.55409573956	4.44590426044
6.7	3.55422060268	4.44577939732
6.8	3.55433404932	4.44566595068
6.9	3.55443738629	4.44556261371
7.0	3.5545316701	4.4454683299
7.1	3.55461798938	4.44538201062
7.2	3.55469748835	4.44530251165
7.3	3.55476978217	4.44523021783
7.4	3.55483448892	4.44516551108
7.5	3.55489345798	4.44510654202
7.6	3.55494741904	4.44505258096
7.7	3.55499713831	4.44500286169
7.8	3.55504343304	4.44495656696
7.9	3.55508632993	4.44491367007
8.0	3.55512431228	4.44487568772
8.1	3.55515917298	4.44484082702
8.2	3.55519128241	4.44480871759
8.3	3.55522100667	4.44477899333
8.4	3.55524871345	4.44475128655
8.5	3.55527467457	4.44472532543
8.6	3.55529802965	4.44470197035
8.7	3.55531958668	4.44468041332
8.8	3.55533947899	4.44466052101
8.9	3.55535782175	4.44464217825
9.0	3.55537471449	4.44462528551
9.1	3.55539024353	4.44460975647
9.2	3.55540452843	4.44459547157
9.3	3.55541762907	4.44458237093
9.4	3.55542961414	4.44457038586
9.5	3.55544055436	4.44455944564
9.6	3.55545052157	4.44454947843
9.7	3.55545959132	4.44454040868
9.8	3.55546748681	4.44453251319
9.9	3.55547426558	4.44452573442
10.0	3.55548009297	4.44451990703
