repeat2.time	repeat2.S1	repeat2.S2
8.3	0.444765135861	0.555234864139
8.4	0.444737622889	0.555262377111
8.5	0.444712497857	0.555287502143
8.6	0.444689493922	0.555310506078
8.7	0.444668438011	0.555331561989
8.8	0.444649171603	0.555350828397
8.9	0.444631556941	0.555368443059
9.0	0.444615460635	0.555384539365
9.1	0.44460075412	0.55539924588
9.2	0.44458731557	0.55541268443
9.3	0.444575050393	0.555424949607
9.4	0.444564041066	0.555435958934
9.5	0.444554103598	0.555445896402
9.6	0.444545148544	0.555454851456
9.7	0.444537078531	0.555462921469
9.8	0.444529784807	0.555470215193
9.9	0.444523143791	0.555476856209
10.0	0.444517013624	0.555482986376
10.0	3.0	5.0
10.1	3.04779583493	4.95220416507
10.2	3.09152490939	4.90847509061
10.3	3.13149025982	4.86850974018
10.4	3.1679921019	4.8320078981
10.5	3.20134170289	4.79865829711
10.6	3.23182516931	4.76817483069
10.7	3.25968895175	4.74031104825
10.8	3.28515273831	4.71484726169
10.9	3.30842336123	4.69157663877
11.0	3.32969176004	4.67030823996
11.1	3.34913084152	4.65086915848
11.2	3.36689798544	4.63310201456
11.3	3.38314066066	4.61685933934
11.4	3.39798650641	4.60201349359
11.5	3.41155695937	4.58844304063
11.6	3.42396406984	4.57603593016
11.7	3.43529775229	4.56470224771
11.8	3.44566208893	4.55433791107
11.9	3.45512987313	4.54487012687
12.0	3.46378102227	4.53621897773
12.1	3.47168773851	4.52831226149
12.2	3.47890991536	4.52109008464
12.3	3.48551181173	4.51448818827
12.4	3.49154334074	4.50845665926
12.5	3.49705580065	4.50294419935
12.6	3.50209383006	4.49790616994
12.7	3.50669713366	4.49330286634
12.8	3.51090548905	4.48909451095
12.9	3.51475035012	4.48524964988
13.0	3.51826512783	4.48173487217
13.1	3.52147715384	4.47852284616
13.2	3.52441189414	4.47558810586
13.3	3.52709476304	4.47290523696
13.4	3.52954553208	4.47045446792
13.5	3.53178704163	4.46821295837
13.6	3.53383623081	4.46616376919
13.7	3.53570868912	4.46429131088
13.8	3.5374189984	4.4625810016
13.9	3.53898463719	4.46101536281
14.0	3.54041546563	4.45958453437
14.1	3.54172174209	4.45827825791
14.2	3.54291474154	4.45708525846
14.3	3.54400576942	4.45599423058
14.4	3.54500204719	4.45499795281
14.5	3.54591137793	4.45408862207
14.6	3.54674158658	4.45325841342
14.7	3.54749963787	4.45250036213
14.8	3.5481920948	4.4518079052
14.9	3.54882525599	4.45117474401
15.0	3.54940267819	4.45059732181
15.1	3.54993033118	4.45006966882
15.2	3.55041303883	4.44958696117
15.3	3.55085482925	4.44914517075
15.4	3.55125825567	4.44874174433
15.5	3.5516272883	4.4483727117
15.6	3.55196497065	4.44803502935
15.7	3.55227388569	4.44772611431
15.8	3.55255636103	4.44744363897
15.9	3.55281462518	4.44718537482
16.0	3.5530506231	4.4469493769
16.1	3.55326640621	4.44673359379
16.2	3.55346358223	4.44653641777
16.3	3.55364368496	4.44635631504
16.4	3.55380816806	4.44619183194
16.5	3.55395841	4.44604159
16.6	3.55409573956	4.44590426044
16.7	3.55422060268	4.44577939732
16.8	3.55433404932	4.44566595068
16.9	3.55443738629	4.44556261371
17.0	3.5545316701	4.4454683299
17.1	3.55461798938	4.44538201062
17.2	3.55469748835	4.44530251165
17.3	3.55476978217	4.44523021783
17.4	3.55483448892	4.44516551108
17.5	3.55489345798	4.44510654202
17.6	3.55494741904	4.44505258096
17.7	3.55499713831	4.44500286169
17.8	3.55504343304	4.44495656696
17.9	3.55508632993	4.44491367007
18.0	3.55512431228	4.44487568772
18.1	3.55515917298	4.44484082702
18.2	3.55519128241	4.44480871759
18.3	3.55522100667	4.44477899333
18.4	3.55524871345	4.44475128655
18.5	3.55527467457	4.44472532543
18.6	3.55529802965	4.44470197035
18.7	3.55531958668	4.44468041332
18.8	3.55533947899	4.44466052101
18.9	3.55535782175	4.44464217825
19.0	3.55537471449	4.44462528551
19.1	3.55539024353	4.44460975647
19.2	3.55540452843	4.44459547157
19.3	3.55541762907	4.44458237093
19.4	3.55542961414	4.44457038586
19.5	3.55544055436	4.44455944564
19.6	3.55545052157	4.44454947843
19.7	3.55545959132	4.44454040868
19.8	3.55546748681	4.44453251319
19.9	3.55547426558	4.44452573442
20.0	3.55548009297	4.44451990703
20.0	5.0	10.0
20.1	5.14339204169	9.85660795831
20.2	5.27454581936	9.72545418064
20.3	5.39438896289	9.60561103711
20.4	5.50389175999	9.49610824001
20.5	5.60394720517	9.39605279483
20.6	5.69538226988	9.30461773012
20.7	5.77894964732	9.22105035268
20.8	5.85532864542	9.14467135458
20.9	5.92513748729	9.07486251271
21.0	5.98894069238	9.01105930762
21.1	6.04725210718	8.95274789282
21.2	6.10054641352	8.89945358648
21.3	6.14925612768	8.85074387232
21.4	6.19377203663	8.80622796337
21.5	6.23445222104	8.76554777896
21.6	6.27163392336	8.72836607664
21.7	6.30562081485	8.69437918515
21.8	6.33668860095	8.66331139905
21.9	6.36508822949	8.63491177051
22.0	6.39104964261	8.60895035739
22.1	6.41477626086	8.58522373914
22.2	6.43646330203	8.56353669797
22.3	6.45628096522	8.54371903478
22.4	6.47439297308	8.52560702692
22.5	6.49094439983	8.50905560017
22.6	6.50607075931	8.49392924069
22.7	6.51989511778	8.48010488222
22.8	6.53252897056	8.46747102944
22.9	6.54407635851	8.45592364149
23.0	6.55462956341	8.44537043659
23.1	6.56428038883	8.43571961117
23.2	6.57310502905	8.42689497095
23.3	6.58117033633	8.41882966367
23.4	6.58854120122	8.41145879878
23.5	6.59529669913	8.40470330087
23.6	6.60147426663	8.39852573337
23.7	6.60711246817	8.39288753183
23.8	6.61226055192	8.38773944808
23.9	6.61698120484	8.38301879516
24.0	6.62129142677	8.37870857323
24.1	6.62521811761	8.37478188239
24.2	6.62879918276	8.37120081724
24.3	6.63207259747	8.36792740253
24.4	6.63505796525	8.36494203475
24.5	6.63778111037	8.36221888963
24.6	6.64026337547	8.35973662453
24.7	6.64252658303	8.35747341697
24.8	6.64459384356	8.35540615644
24.9	6.64648722085	8.35351277915
25.0	6.64821449411	8.35178550589
25.1	6.64979217548	8.35020782452
25.2	6.6512366476	8.3487633524
25.3	6.65256134002	8.34743865998
25.4	6.65377294578	8.34622705422
25.5	6.65488224396	8.34511775604
25.6	6.65589735777	8.34410264223
25.7	6.65682506807	8.34317493193
25.8	6.65767518642	8.34232481358
25.9	6.65845223708	8.34154776292
26.0	6.65916162807	8.34083837193
26.1	6.65980849777	8.34019150223
26.2	6.66039912629	8.33960087371
26.3	6.66093792389	8.33906207611
26.4	6.66142994744	8.33857005256
26.5	6.66187945414	8.33812054586
26.6	6.66228833977	8.33771166023
26.7	6.66266186265	8.33733813735
26.8	6.66300409568	8.33699590432
26.9	6.6633176962	8.3366823038
27.0	6.66360360944	8.33639639056
27.1	6.66386550447	8.33613449553
27.2	6.66410566928	8.33589433072
27.3	6.66432586771	8.33567413229
27.4	6.66452753438	8.33547246562
27.5	6.66471215579	8.33528784421
27.6	6.66488081101	8.33511918899
27.7	6.66503741918	8.33496258082
27.8	6.66518349256	8.33481650744
27.9	6.6653188476	8.3346811524
28.0	6.66544399732	8.33455600268
28.1	6.66555914491	8.33444085509
28.2	6.66566418378	8.33433581622
28.3	6.66575869757	8.33424130243
28.4	6.66584196007	8.33415803993
28.5	6.66592139451	8.33407860549
28.6	6.66600261578	8.33399738422
28.7	6.66607820922	8.33392179078
28.8	6.66614789235	8.33385210765
28.9	6.66621117512	8.33378882488
29.0	6.66626735987	8.33373264013
29.1	6.66631554135	8.33368445865
29.2	6.66635460672	8.33364539328
29.3	6.66638832353	8.33361167647
29.4	6.66642922167	8.33357077833
29.5	6.66646639935	8.33353360065
29.6	6.6664997087	8.3335002913
29.7	6.66652892174	8.33347107826
29.8	6.66655373041	8.33344626959
29.9	6.66657374657	8.33342625343
30.0	6.66658850199	8.33341149801
