repeat2.time	repeat2.S1	repeat2.S2	repeat1.time	repeat1.S1	repeat1.S2
0.0	7.5	27.5	2.0	5.49913805981	29.5008619402
0.30612244898	7.1368963682	27.8631036318	2.16326530612	5.37003301821	29.6299669818
0.612244897959	6.79616934904	28.203830651	2.32653061224	5.24519320731	29.7548067927
0.918367346939	6.47663622358	28.5233637764	2.48979591837	5.12453899189	29.8754610081
1.22448979592	6.17702538523	28.8229746148	2.65306122449	5.00794418535	29.9920558147
1.5306122449	5.89614847893	29.1038515211	2.81632653061	4.89526995731	30.1047300427
1.83673469388	5.63280704059	29.3671929594	2.97959183673	4.78639421227	30.2136057877
2.14285714286	5.38587791427	29.6141220857	3.14285714286	4.68119707553	30.3188029245
2.44897959184	5.15432265705	29.8456773429	3.30612244898	4.57956708546	30.4204329145
2.75510204082	4.93718541142	30.0628145886	3.4693877551	4.48137105947	30.5186289405
3.0612244898	4.73356839133	30.2664316087	3.63265306122	4.38649940462	30.6135005954
3.36734693878	4.54263148707	30.4573685129	3.79591836735	4.29482946645	30.7051705336
3.67346938776	4.36357366381	30.6364263362	3.95918367347	4.20625361689	30.7937463831
3.97959183673	4.19565838128	30.8043416187	4.12244897959	4.12066235452	30.8793376455
4.28571428571	4.0381940993	30.9618059007	4.28571428571	4.037955373	30.962044627
4.59183673469	3.8905213828	31.1094786172	4.44897959184	3.95803689605	31.0419631039
4.89795918367	3.75203848302	31.247961517	4.61224489796	3.88081091889	31.1191890811
5.20408163265	3.62217757383	31.3778224262	4.77551020408	3.80619115499	31.193808845
5.51020408163	3.50038751628	31.4996124837	4.9387755102	3.73408442806	31.2659155719
5.81632653061	3.38619607213	31.6138039279	5.10204081633	3.66440920555	31.3355907945
6.12244897959	3.27909999909	31.7209000009	5.26530612245	3.59708280585	31.4029171941
6.42857142857	3.17867976787	31.8213202321	5.42857142857	3.53202200551	31.4679779945
6.73469387755	3.0845207571	31.9154792429	5.59183673469	3.46915479943	31.5308452006
7.04081632653	2.99622025761	32.0037797424	5.75510204082	3.40840472311	31.5915952769
7.34693877551	2.91342868017	32.0865713198	5.91836734694	3.34970050955	31.6502994905
7.65306122449	2.83578675537	32.1642132446	6.08163265306	3.29297404453	31.7070259555
7.95918367347	2.76298339261	32.2370166074	6.24489795918	3.23815940419	31.7618405958
8.26530612245	2.69471530556	32.3052846944	6.40816326531	3.18518908234	31.8148109177
8.57142857143	2.63069513662	32.3693048634	6.57142857143	3.13400200843	31.8659979916
8.87755102041	2.57066612929	32.4293338707	6.73469387755	3.08453975979	31.9154602402
9.18367346939	2.51436954276	32.4856304572	6.89795918367	3.03674631035	31.9632536896
9.48979591837	2.46158093946	32.5384190605	7.0612244898	2.99056282946	32.0094371705
9.79591836735	2.41207983618	32.5879201638	7.22448979592	2.94593116316	32.0540688368
10.1020408163	2.3656588879	32.6343411121	7.38775510204	2.90280402939	32.0971959706
10.4081632653	2.32213254845	32.6778674515	7.55102040816	2.86113274246	32.1388672575
10.7142857143	2.28131259796	32.718687402	7.71428571429	2.8208698979	32.1791301021
11.0204081633	2.24303694239	32.7569630576	7.87755102041	2.78195815377	32.2180418462
11.3265306122	2.20714482974	32.7928551703	8.04081632653	2.74435846766	32.2556415323
11.6326530612	2.17348662668	32.8265133733	8.20408163265	2.70802782508	32.2919721749
11.9387755102	2.14192697698	32.858073023	8.36734693878	2.6729251192	32.3270748808
12.2448979592	2.11232991552	32.8876700845	8.5306122449	2.63900435317	32.3609956468
12.5510204082	2.0845776935	32.9154223065	8.69387755102	2.60622564675	32.3937743532
12.8571428571	2.05855318871	32.9414468113	8.85714285714	2.57455274455	32.4254472555
13.1632653061	2.03414868144	32.9658513186	9.02040816327	2.54394921222	32.4560507878
13.4693877551	2.01126554118	32.9887344588	9.18367346939	2.51437842212	32.4856215779
13.7755102041	1.98980545306	33.0101945469	9.34693877551	2.48580226655	32.5141977334
14.0816326531	1.96968315409	33.0303168459	9.51020408163	2.45818967382	32.5418103262
14.387755102	1.95081323755	33.0491867624	9.67346938776	2.43150867314	32.5684913269
14.693877551	1.93311818275	33.0668818172	9.83673469388	2.4057286486	32.5942713514
15.0	1.91652613702	33.083473863	10.0	2.3808155052	32.6191844948
