repeat2.time	repeat2.S1	repeat2.S2	repeat1.time	repeat1.S1	repeat1.S2
0.0	5.0	25.0	2.0	3.77498286301	26.225017137
0.30612244898	4.77770203055	25.2222979694	2.16326530612	3.69594358192	26.3040564181
0.612244897959	4.569089423	25.430910577	2.32653061224	3.61951349957	26.3804865004
0.918367346939	4.37345868563	25.6265413144	2.48979591837	3.54564402858	26.4543559714
1.22448979592	4.19001887377	25.8099811262	2.65306122449	3.47425331918	26.5257466808
1.5306122449	4.01805099971	25.9819490003	2.81632653061	3.40526828131	26.5947317187
1.83673469388	3.85682083352	26.1431791665	2.97959183673	3.33860986508	26.6613901349
2.14285714286	3.70563957639	26.2943604236	3.14285714286	3.27420566417	26.7257943358
2.44897959184	3.56387120186	26.4361287981	3.30612244898	3.21198243087	26.7880175691
2.75510204082	3.43092994648	26.5690700535	3.4693877551	3.15186246917	26.8481375308
3.0612244898	3.30626686621	26.6937331338	3.63265306122	3.09377788242	26.9062221176
3.36734693878	3.18936848379	26.8106315162	3.79591836735	3.03765343802	26.962346562
3.67346938776	3.0797420309	26.9202579691	3.95918367347	2.9834231669	27.0165768331
3.97959183673	2.97693758569	27.0230624143	4.12244897959	2.93102011675	27.0689798832
4.28571428571	2.88053073245	27.1194692675	4.28571428571	2.88038283672	27.1196171633
4.59183673469	2.79012066676	27.2098793332	4.44897959184	2.83145284478	27.1685471552
4.89795918367	2.70533505563	27.2946649444	4.61224489796	2.78417162705	27.215828373
5.20408163265	2.62583005284	27.3741699472	4.77551020408	2.7384858426	27.2615141574
5.51020408163	2.55126582001	27.44873418	4.9387755102	2.69433837317	27.3056616268
5.81632653061	2.48135184666	27.5186481533	5.10204081633	2.65168050311	27.3483194969
6.12244897959	2.41578558386	27.5842144161	5.26530612245	2.61046005487	27.3895399451
6.42857142857	2.35430453357	27.6456954664	5.42857142857	2.57062691011	27.4293730899
6.73469387755	2.29665664712	27.7033433529	5.59183673469	2.53213672994	27.4678632701
7.04081632653	2.24259586845	27.7574041316	5.75510204082	2.4949426668	27.5050573332
7.34693877551	2.19190698045	27.8080930196	5.91836734694	2.45900124629	27.5409987537
7.65306122449	2.14437134361	27.8556286564	6.08163265306	2.42427073495	27.575729265
7.95918367347	2.09979803865	27.9002019614	6.24489795918	2.39071070426	27.6092892957
8.26530612245	2.05800056331	27.9419994367	6.40816326531	2.35827950411	27.6417204959
8.57142857143	2.01880455004	27.98119545	6.57142857143	2.32694047631	27.6730595237
8.87755102041	1.98205139152	28.0179486085	6.73469387755	2.29665770498	27.703342295
9.18367346939	1.94758397571	28.0524160243	6.89795918367	2.26739698935	27.7326030107
9.48979591837	1.9152648541	28.0847351459	7.0612244898	2.23912032931	27.7608796707
9.79591836735	1.88495693099	28.115043069	7.22448979592	2.21179505488	27.7882049451
10.1020408163	1.85653621035	28.1434637897	7.38775510204	2.1853912227	27.8146087773
10.4081632653	1.82988666693	28.1701133331	7.55102040816	2.15987911399	27.840120886
10.7142857143	1.80489488118	28.1951051188	7.71428571429	2.13522749752	27.8647725025
11.0204081633	1.78146152273	28.2185384773	7.87755102041	2.11140432809	27.8885956719
11.3265306122	1.75948542099	28.240514579	8.04081632653	2.08838466596	27.911615334
11.6326530612	1.73887867402	28.261121326	8.20408163265	2.0661422402	27.9338577598
11.9387755102	1.7195555684	28.2804444316	8.36734693878	2.04465142197	27.955348578
12.2448979592	1.70143490037	28.2985650996	8.5306122449	2.02388279643	27.9761172036
12.5510204082	1.68444391726	28.3155560827	8.69387755102	2.00381455971	27.9961854403
12.8571428571	1.66850962837	28.3314903716	8.85714285714	1.98442349879	28.0155765012
13.1632653061	1.65356843602	28.346431564	9.02040816327	1.9656873732	28.0343126268
13.4693877551	1.63955739641	28.3604426036	9.18367346939	1.94758196076	28.0524180392
13.7755102041	1.62641859364	28.3735814064	9.34693877551	1.93008649036	28.0699135096
14.0816326531	1.61409869314	28.3859013069	9.51020408163	1.91318107084	28.0868189292
14.387755102	1.60254509472	28.3974549053	9.67346938776	1.89684620058	28.1031537994
14.693877551	1.59171180248	28.4082881975	9.83673469388	1.88106196397	28.118938036
15.0	1.58155244203	28.418447558	10.0	1.86580890466	28.1341910953
