task1.time	task1.S1	task1.S2
0.0	5.0	0.0
0.06	4.7088223025	0.291177697502
0.12	4.43460472535	0.565395274647
0.18	4.17635703661	0.823642963392
0.24	3.93315599421	1.06684400579
0.3	3.70412213992	1.29587786008
0.36	3.48842143814	1.51157856186
0.42	3.28527651155	1.71472348845
0.48	3.09395716206	1.90604283794
0.54	2.91377619661	2.08622380339
0.6	2.74408852616	2.25591147384
0.66	2.58428369745	2.41571630255
0.72	2.43378582428	2.56621417572
0.78	2.29205250765	2.70794749235
0.84	2.1585713366	2.8414286634
0.9	2.03286377247	2.96713622753
0.96	1.91447313873	3.08552686127
1.02	1.80297899982	3.19702100018
1.08	1.69797476367	3.30202523633
1.14	1.59908840933	3.40091159067
1.2	1.50595893341	3.49404106659
1.26	1.41825551101	3.58174448899
1.32	1.33565831044	3.66434168956
1.38	1.25787308996	3.74212691004
1.44	1.18461663581	3.81538336419
1.5	1.11562768459	3.88437231541
1.56	1.05065532916	3.94934467084
1.62	0.989467796383	4.01053220362
1.68	0.931842718856	4.06815728114
1.74	0.877574428102	4.1224255719
1.8	0.826465869808	4.17353413019
1.86	0.778334423007	4.22166557699
1.92	0.733005526183	4.26699447382
1.98	0.690316956464	4.30968304354
2.04	0.650114129987	4.34988587001
2.1	0.6122529195	4.3877470805
2.16	0.576596466869	4.42340353313
2.22	0.543016704816	4.45698329518
2.28	0.511392494177	4.48860750582
2.34	0.481610014087	4.51838998591
2.4	0.453562063273	4.54643793673
2.46	0.4271474554	4.5728525446
2.52	0.402271347892	4.59772865211
2.58	0.378843761454	4.62115623855
2.64	0.356780811422	4.64321918858
2.7	0.336002462146	4.66399753785
2.76	0.316434543759	4.68356545624
2.82	0.298005844958	4.70199415504
2.88	0.280650768268	4.71934923173
2.94	0.264306051202	4.7356939488
3.0	0.248913558853	4.75108644115
3.06	0.234417177239	4.76558282276
3.12	0.220765330477	4.77923466952
3.18	0.20790826785	4.79209173215
3.24	0.195800225925	4.80419977407
3.3	0.184397102007	4.81560289799
3.36	0.173658283895	4.8263417161
3.42	0.163544681746	4.83645531825
3.48	0.154020248938	4.84597975106
3.54	0.145050344423	4.85494965558
3.6	0.136602968379	4.86339703162
3.66	0.128647427664	4.87135257234
3.72	0.121155309693	4.87884469031
3.78	0.114099424462	4.88590057554
3.84	0.107454539523	4.89254546048
3.9	0.101196573062	4.89880342694
3.96	0.0953031121526	4.90469688785
4.02	0.0897528324769	4.91024716752
4.08	0.0845258211798	4.91547417882
4.14	0.0796032000442	4.92039679996
4.2	0.0749672732947	4.92503272671
4.26	0.0706013323244	4.92939866768
4.32	0.0664896477333	4.93351035227
4.38	0.0626174350368	4.93738256496
4.44	0.0589707090993	4.9410292909
4.5	0.0555363916079	4.94446360839
4.56	0.0523020449033	4.9476979551
4.62	0.0492561033521	4.95074389665
4.68	0.0463875024083	4.95361249759
4.74	0.0436860163928	4.95631398361
4.8	0.0411418022448	4.95885819776
4.86	0.0387458116898	4.96125418831
4.92	0.0364893088033	4.9635106912
4.98	0.0343642667507	4.96563573325
5.04	0.0323629396771	4.96763706032
5.1	0.0304782059212	4.96952179408
5.16	0.0287031984291	4.97129680157
5.22	0.0270315977209	4.97296840228
5.28	0.0254573167377	4.97454268326
5.34	0.0239747469494	4.97602525305
5.4	0.0225784935524	4.97742150645
5.46	0.0212635781526	4.97873642185
5.52	0.0200252202894	4.97997477971
5.58	0.0188590001183	4.98114099988
5.64	0.017760682336	4.98223931766
5.7	0.0167263422364	4.98327365776
5.76	0.0157522282369	4.98424777176
5.82	0.0148348545984	4.9851651454
5.88	0.0139708989057	4.98602910109
5.94	0.0131572646278	4.98684273537
6.0	0.0123910100761	4.98760898992
