repeat2.time	repeat2.S1	repeat2.S2	repeat1.time	repeat1.S1	repeat1.S2
0.0	10.0	30.0	2.0	7.22334264211	32.7766573579
0.30612244898	9.49608872301	30.503911277	2.16326530612	7.04416986129	32.9558301387
0.612244897959	9.02324814025	30.9767518597	2.32653061224	6.87091862492	33.1290813751
0.918367346939	8.57981155698	31.420188443	2.48979591837	6.70347797955	33.2965220204
1.22448979592	8.1640585053	31.8359414947	2.65306122449	6.5416716593	33.4583283407
1.5306122449	7.77429293321	32.2257070668	2.81632653061	6.3853137808	33.6146862192
1.83673469388	7.40884790155	32.5911520984	2.97959183673	6.23421916448	33.7657808355
2.14285714286	7.06616368883	32.9338363112	3.14285714286	6.08821881978	33.9117811802
2.44897959184	6.74481134804	33.255188652	3.30612244898	5.9471747362	34.0528252638
2.75510204082	6.4434752026	33.5565247974	3.4693877551	5.81089250676	34.1891074932
3.0612244898	6.16089883981	33.8391011602	3.63265306122	5.67922920202	34.320770798
3.36734693878	5.89590929437	34.1040907056	3.79591836735	5.55201131357	34.4479886864
3.67346938776	5.64741223003	34.35258777	3.95918367347	5.42908904128	34.5709109587
3.97959183673	5.41438218086	34.5856178191	4.12244897959	5.31030897191	34.6896910281
4.28571428571	5.19584673942	34.8041532606	4.28571428571	5.19553590077	34.8044640992
4.59183673469	4.99091384254	35.0090861575	4.44897959184	5.08462802581	34.9153719742
4.89795918367	4.79873455145	35.2012654485	4.61224489796	4.97745830039	35.0225416996
5.20408163265	4.61850994431	35.3814900557	4.77551020408	4.87390332272	35.1260966773
5.51020408163	4.44952019089	35.5504798091	4.9387755102	4.77384122845	35.2261587715
5.81632653061	4.2910385907	35.7089614093	5.10204081633	4.67714607273	35.3228539273
6.12244897959	4.14244296321	35.8575570368	5.26530612245	4.58371656024	35.4162834398
6.42857142857	4.00309135941	35.9969086406	5.42857142857	4.49343368652	35.5065663135
6.73469387755	3.87242501558	36.1275749844	5.59183673469	4.40618828916	35.5938117108
7.04081632653	3.74989872039	36.2501012796	5.75510204082	4.32188468885	35.6781153112
7.34693877551	3.63500031313	36.3649996869	5.91836734694	4.2404198171	35.7595801829
7.65306122449	3.52726182236	36.4727381776	6.08163265306	4.16169804259	35.8383019574
7.95918367347	3.42622682666	36.5737731733	6.24489795918	4.08562811401	35.914371886
8.26530612245	3.33148892785	36.6685110721	6.40816326531	4.0121216482	35.9878783518
8.57142857143	3.24264362761	36.7573563724	6.57142857143	3.94108971813	36.0589102819
8.87755102041	3.15933368284	36.8406663172	6.73469387755	3.87244722128	36.1275527787
9.18367346939	3.08121078504	36.918789215	6.89795918367	3.80611688737	36.1938831126
9.48979591837	3.00795096831	36.9920490317	7.0612244898	3.742023423	36.257976577
9.79591836735	2.93925628393	37.0607437161	7.22448979592	3.68009504027	36.3199049597
10.1020408163	2.87483542812	37.1251645719	7.38775510204	3.62024243992	36.3797575601
10.4081632653	2.81443049869	37.1855695013	7.55102040816	3.56240633741	36.4375936626
10.7142857143	2.75778290786	37.2422170921	7.71428571429	3.50652115884	36.4934788412
11.0204081633	2.70466530951	37.2953346905	7.87755102041	3.45252449186	36.5474755081
11.3265306122	2.65485483027	37.3451451697	8.04081632653	3.40034930087	36.5996506991
11.6326530612	2.60814551099	37.391854489	8.20408163265	3.3499257549	36.6500742451
11.9387755102	2.56434652756	37.4356534724	8.36734693878	3.30120295636	36.6987970436
12.2448979592	2.52327273398	37.476727266	8.5306122449	3.25412545616	36.7458745438
12.5510204082	2.48475915963	37.5152408404	8.69387755102	3.20864032176	36.7913596782
12.8571428571	2.44864122316	37.5513587768	8.85714285714	3.16468448661	36.8353155134
13.1632653061	2.4147740478	37.5852259522	9.02040816327	3.12220922039	36.8777907796
13.4693877551	2.38301507075	37.6169849293	9.18367346939	3.08116711093	36.9188328891
13.7755102041	2.35323359898	37.646766401	9.34693877551	3.04151104917	36.9584889508
14.0816326531	2.32530759435	37.6746924056	9.51020408163	3.00319410348	36.9968058965
14.387755102	2.29911925774	37.7008807423	9.67346938776	2.96616500949	37.0338349905
14.693877551	2.27456327131	37.7254367287	9.83673469388	2.93038450319	37.0696154968
15.0	2.25153477182	37.7484652282	10.0	2.89581115613	37.1041888439
